Puzzle ID,Initial State,Strategy,Solved,Depth,Expanded Nodes,Max Fringe Size,Execution Time
557,"[1, 2, 3, 4, 5, 10, 6, 7, 9, 14, 11, 8, 13, 0, 15, 12]",BFS,True,6,146,240,0.003057241439819336
557,"[1, 2, 3, 4, 5, 10, 6, 7, 9, 14, 11, 8, 13, 0, 15, 12]",DFS,True,30,3640389,58,54.809476137161255
557,"[1, 2, 3, 4, 5, 10, 6, 7, 9, 14, 11, 8, 13, 0, 15, 12]",UCS,True,6,146,240,0.00600123405456543
557,"[1, 2, 3, 4, 5, 10, 6, 7, 9, 14, 11, 8, 13, 0, 15, 12]",A* (Manhattan Distance),True,6,7,15,0.0
558,"[1, 2, 0, 4, 5, 6, 3, 7, 9, 10, 11, 8, 13, 14, 15, 12]",BFS,False,Unsolvable,N/A,N/A,N/A
558,"[1, 2, 0, 4, 5, 6, 3, 7, 9, 10, 11, 8, 13, 14, 15, 12]",DFS,False,Unsolvable,N/A,N/A,N/A
558,"[1, 2, 0, 4, 5, 6, 3, 7, 9, 10, 11, 8, 13, 14, 15, 12]",UCS,False,Unsolvable,N/A,N/A,N/A
558,"[1, 2, 0, 4, 5, 6, 3, 7, 9, 10, 11, 8, 13, 14, 15, 12]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
559,"[1, 2, 4, 8, 5, 6, 3, 0, 9, 10, 7, 12, 13, 14, 11, 15]",BFS,True,6,124,202,0.003099679946899414
559,"[1, 2, 4, 8, 5, 6, 3, 0, 9, 10, 7, 12, 13, 14, 11, 15]",DFS,True,30,1651692,60,24.299278020858765
559,"[1, 2, 4, 8, 5, 6, 3, 0, 9, 10, 7, 12, 13, 14, 11, 15]",UCS,True,6,124,202,0.005581378936767578
559,"[1, 2, 4, 8, 5, 6, 3, 0, 9, 10, 7, 12, 13, 14, 11, 15]",A* (Manhattan Distance),True,6,7,13,0.0
560,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 15, 11, 13, 10, 14, 12]",BFS,True,6,200,337,0.003002643585205078
560,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 15, 11, 13, 10, 14, 12]",DFS,False,N/A,3302252,60,49.8772828578949
560,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 15, 11, 13, 10, 14, 12]",UCS,True,6,200,337,0.011504173278808594
560,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 15, 11, 13, 10, 14, 12]",A* (Manhattan Distance),True,6,7,15,0.0
561,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",BFS,True,2,6,9,0.0
561,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",DFS,True,30,854113,60,12.663684368133545
561,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",UCS,True,2,6,9,0.0
561,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",A* (Manhattan Distance),True,2,3,4,0.0
562,"[1, 2, 3, 4, 5, 0, 6, 7, 9, 10, 11, 8, 13, 14, 15, 12]",BFS,True,4,72,114,0.0
562,"[1, 2, 3, 4, 5, 0, 6, 7, 9, 10, 11, 8, 13, 14, 15, 12]",DFS,True,26,462622,60,6.8499062061309814
562,"[1, 2, 3, 4, 5, 0, 6, 7, 9, 10, 11, 8, 13, 14, 15, 12]",UCS,True,4,72,114,0.002566814422607422
562,"[1, 2, 3, 4, 5, 0, 6, 7, 9, 10, 11, 8, 13, 14, 15, 12]",A* (Manhattan Distance),True,4,5,10,0.0
563,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 0, 14, 12]",BFS,True,4,54,93,0.0013244152069091797
563,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 0, 14, 12]",DFS,True,26,462543,57,6.952514886856079
563,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 0, 14, 12]",UCS,True,4,54,93,0.002079010009765625
563,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 15, 11, 13, 0, 14, 12]",A* (Manhattan Distance),True,4,5,9,0.0
564,"[1, 2, 0, 3, 5, 6, 8, 4, 9, 10, 7, 11, 13, 14, 15, 12]",BFS,False,Unsolvable,N/A,N/A,N/A
564,"[1, 2, 0, 3, 5, 6, 8, 4, 9, 10, 7, 11, 13, 14, 15, 12]",DFS,False,Unsolvable,N/A,N/A,N/A
564,"[1, 2, 0, 3, 5, 6, 8, 4, 9, 10, 7, 11, 13, 14, 15, 12]",UCS,False,Unsolvable,N/A,N/A,N/A
564,"[1, 2, 0, 3, 5, 6, 8, 4, 9, 10, 7, 11, 13, 14, 15, 12]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
565,"[1, 3, 0, 4, 5, 2, 7, 8, 9, 6, 10, 11, 13, 14, 15, 12]",BFS,False,Unsolvable,N/A,N/A,N/A
565,"[1, 3, 0, 4, 5, 2, 7, 8, 9, 6, 10, 11, 13, 14, 15, 12]",DFS,False,Unsolvable,N/A,N/A,N/A
565,"[1, 3, 0, 4, 5, 2, 7, 8, 9, 6, 10, 11, 13, 14, 15, 12]",UCS,False,Unsolvable,N/A,N/A,N/A
565,"[1, 3, 0, 4, 5, 2, 7, 8, 9, 6, 10, 11, 13, 14, 15, 12]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
566,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",BFS,True,2,6,9,0.0
566,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",DFS,True,30,854113,60,12.803629636764526
566,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",UCS,True,2,6,9,0.0
566,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",A* (Manhattan Distance),True,2,3,4,0.0
567,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 10, 11, 13, 0, 15, 12]",BFS,True,4,41,69,0.0009829998016357422
567,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 10, 11, 13, 0, 15, 12]",DFS,True,4,2037299,57,30.532055377960205
567,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 10, 11, 13, 0, 15, 12]",UCS,True,4,41,69,0.002000093460083008
567,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 10, 11, 13, 0, 15, 12]",A* (Manhattan Distance),True,4,5,10,0.0
568,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 0, 12, 9, 13, 14, 15]",BFS,False,Unsolvable,N/A,N/A,N/A
568,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 0, 12, 9, 13, 14, 15]",DFS,False,Unsolvable,N/A,N/A,N/A
568,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 0, 12, 9, 13, 14, 15]",UCS,False,Unsolvable,N/A,N/A,N/A
568,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 0, 12, 9, 13, 14, 15]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
569,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 15, 11, 13, 10, 14, 12]",BFS,True,6,200,337,0.005007028579711914
569,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 15, 11, 13, 10, 14, 12]",DFS,False,N/A,3302252,60,49.4274787902832
569,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 15, 11, 13, 10, 14, 12]",UCS,True,6,200,337,0.011724233627319336
569,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 15, 11, 13, 10, 14, 12]",A* (Manhattan Distance),True,6,7,15,0.0
570,"[1, 6, 2, 4, 5, 10, 3, 8, 0, 9, 7, 11, 13, 14, 15, 12]",BFS,False,Unsolvable,N/A,N/A,N/A
570,"[1, 6, 2, 4, 5, 10, 3, 8, 0, 9, 7, 11, 13, 14, 15, 12]",DFS,False,Unsolvable,N/A,N/A,N/A
570,"[1, 6, 2, 4, 5, 10, 3, 8, 0, 9, 7, 11, 13, 14, 15, 12]",UCS,False,Unsolvable,N/A,N/A,N/A
570,"[1, 6, 2, 4, 5, 10, 3, 8, 0, 9, 7, 11, 13, 14, 15, 12]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
571,"[1, 2, 3, 4, 5, 6, 11, 0, 9, 10, 8, 7, 13, 14, 15, 12]",BFS,True,6,173,280,0.004007101058959961
571,"[1, 2, 3, 4, 5, 6, 11, 0, 9, 10, 8, 7, 13, 14, 15, 12]",DFS,False,N/A,2671244,60,40.372647762298584
571,"[1, 2, 3, 4, 5, 6, 11, 0, 9, 10, 8, 7, 13, 14, 15, 12]",UCS,True,6,173,280,0.010572671890258789
571,"[1, 2, 3, 4, 5, 6, 11, 0, 9, 10, 8, 7, 13, 14, 15, 12]",A* (Manhattan Distance),True,6,8,15,0.0010025501251220703
572,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",BFS,False,Unsolvable,N/A,N/A,N/A
572,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",DFS,False,Unsolvable,N/A,N/A,N/A
572,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",UCS,False,Unsolvable,N/A,N/A,N/A
572,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 9, 11, 12, 13, 10, 14, 15]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
573,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 15, 13, 14, 12, 11]",BFS,False,Unsolvable,N/A,N/A,N/A
573,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 15, 13, 14, 12, 11]",DFS,False,Unsolvable,N/A,N/A,N/A
573,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 15, 13, 14, 12, 11]",UCS,False,Unsolvable,N/A,N/A,N/A
573,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 15, 13, 14, 12, 11]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
574,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 10, 11, 13, 14, 15, 12]",BFS,True,4,54,87,0.001999378204345703
574,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 10, 11, 13, 14, 15, 12]",DFS,True,26,2358053,60,35.12674880027771
574,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 10, 11, 13, 14, 15, 12]",UCS,True,4,54,87,0.0019996166229248047
574,"[1, 2, 3, 4, 5, 0, 7, 8, 9, 6, 10, 11, 13, 14, 15, 12]",A* (Manhattan Distance),True,4,5,11,0.0
575,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 14, 10, 8, 13, 15, 12, 11]",BFS,True,8,689,1119,0.009521722793579102
575,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 14, 10, 8, 13, 15, 12, 11]",DFS,True,26,854164,60,12.86522912979126
575,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 14, 10, 8, 13, 15, 12, 11]",UCS,True,8,689,1119,0.11838746070861816
575,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 14, 10, 8, 13, 15, 12, 11]",A* (Manhattan Distance),True,8,9,17,0.0
576,"[0, 2, 3, 4, 1, 6, 7, 8, 5, 9, 10, 11, 13, 14, 15, 12]",BFS,False,Unsolvable,N/A,N/A,N/A
576,"[0, 2, 3, 4, 1, 6, 7, 8, 5, 9, 10, 11, 13, 14, 15, 12]",DFS,False,Unsolvable,N/A,N/A,N/A
576,"[0, 2, 3, 4, 1, 6, 7, 8, 5, 9, 10, 11, 13, 14, 15, 12]",UCS,False,Unsolvable,N/A,N/A,N/A
576,"[0, 2, 3, 4, 1, 6, 7, 8, 5, 9, 10, 11, 13, 14, 15, 12]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
577,"[1, 2, 3, 4, 9, 5, 7, 8, 13, 6, 10, 11, 14, 0, 15, 12]",BFS,True,8,870,1435,0.013535499572753906
577,"[1, 2, 3, 4, 9, 5, 7, 8, 13, 6, 10, 11, 14, 0, 15, 12]",DFS,False,N/A,3945834,58,59.34262990951538
577,"[1, 2, 3, 4, 9, 5, 7, 8, 13, 6, 10, 11, 14, 0, 15, 12]",UCS,True,8,870,1435,0.20412993431091309
577,"[1, 2, 3, 4, 9, 5, 7, 8, 13, 6, 10, 11, 14, 0, 15, 12]",A* (Manhattan Distance),True,8,9,18,0.0
578,"[1, 2, 3, 4, 9, 5, 7, 8, 13, 6, 10, 12, 14, 0, 11, 15]",BFS,True,8,868,1432,0.025000810623168945
578,"[1, 2, 3, 4, 9, 5, 7, 8, 13, 6, 10, 12, 14, 0, 11, 15]",DFS,True,24,3551820,58,53.66962242126465
578,"[1, 2, 3, 4, 9, 5, 7, 8, 13, 6, 10, 12, 14, 0, 11, 15]",UCS,True,8,868,1432,0.19971632957458496
578,"[1, 2, 3, 4, 9, 5, 7, 8, 13, 6, 10, 12, 14, 0, 11, 15]",A* (Manhattan Distance),True,8,9,18,0.0
579,"[1, 2, 0, 3, 5, 6, 7, 4, 9, 14, 12, 8, 13, 11, 10, 15]",BFS,False,Unsolvable,N/A,N/A,N/A
579,"[1, 2, 0, 3, 5, 6, 7, 4, 9, 14, 12, 8, 13, 11, 10, 15]",DFS,False,Unsolvable,N/A,N/A,N/A
579,"[1, 2, 0, 3, 5, 6, 7, 4, 9, 14, 12, 8, 13, 11, 10, 15]",UCS,False,Unsolvable,N/A,N/A,N/A
579,"[1, 2, 0, 3, 5, 6, 7, 4, 9, 14, 12, 8, 13, 11, 10, 15]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
580,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 10, 12, 13, 0, 11, 15]",BFS,True,4,39,66,0.0
580,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 10, 12, 13, 0, 11, 15]",DFS,True,4,3285039,58,49.137996196746826
580,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 10, 12, 13, 0, 11, 15]",UCS,True,4,39,66,0.001049041748046875
580,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 14, 10, 12, 13, 0, 11, 15]",A* (Manhattan Distance),True,4,5,10,0.0
581,"[1, 2, 3, 4, 5, 0, 6, 7, 9, 10, 11, 8, 13, 14, 15, 12]",BFS,True,4,72,114,0.0008680820465087891
581,"[1, 2, 3, 4, 5, 0, 6, 7, 9, 10, 11, 8, 13, 14, 15, 12]",DFS,True,26,462622,60,6.515388488769531
581,"[1, 2, 3, 4, 5, 0, 6, 7, 9, 10, 11, 8, 13, 14, 15, 12]",UCS,True,4,72,114,0.0009984970092773438
581,"[1, 2, 3, 4, 5, 0, 6, 7, 9, 10, 11, 8, 13, 14, 15, 12]",A* (Manhattan Distance),True,4,5,10,0.0
582,"[0, 1, 3, 4, 5, 2, 7, 8, 9, 6, 10, 11, 13, 14, 15, 12]",BFS,False,Unsolvable,N/A,N/A,N/A
582,"[0, 1, 3, 4, 5, 2, 7, 8, 9, 6, 10, 11, 13, 14, 15, 12]",DFS,False,Unsolvable,N/A,N/A,N/A
582,"[0, 1, 3, 4, 5, 2, 7, 8, 9, 6, 10, 11, 13, 14, 15, 12]",UCS,False,Unsolvable,N/A,N/A,N/A
582,"[0, 1, 3, 4, 5, 2, 7, 8, 9, 6, 10, 11, 13, 14, 15, 12]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
583,"[1, 2, 4, 7, 5, 6, 3, 0, 9, 10, 11, 8, 13, 14, 15, 12]",BFS,True,6,138,222,0.0030050277709960938
583,"[1, 2, 4, 7, 5, 6, 3, 0, 9, 10, 11, 8, 13, 14, 15, 12]",DFS,False,N/A,2671244,60,40.14294099807739
583,"[1, 2, 4, 7, 5, 6, 3, 0, 9, 10, 11, 8, 13, 14, 15, 12]",UCS,True,6,138,222,0.005909919738769531
583,"[1, 2, 4, 7, 5, 6, 3, 0, 9, 10, 11, 8, 13, 14, 15, 12]",A* (Manhattan Distance),True,6,7,12,0.0
584,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",BFS,False,0,1,1,0.0
584,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",DFS,False,0,1,1,0.0
584,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",UCS,False,0,1,1,0.0
584,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",A* (Manhattan Distance),False,0,1,0,0.0
585,"[1, 2, 3, 4, 5, 0, 6, 8, 10, 11, 7, 12, 9, 13, 14, 15]",BFS,True,8,1365,2206,0.06366872787475586
585,"[1, 2, 3, 4, 5, 0, 6, 8, 10, 11, 7, 12, 9, 13, 14, 15]",DFS,True,8,2360136,60,34.788328647613525
585,"[1, 2, 3, 4, 5, 0, 6, 8, 10, 11, 7, 12, 9, 13, 14, 15]",UCS,True,8,1365,2206,0.5332059860229492
585,"[1, 2, 3, 4, 5, 0, 6, 8, 10, 11, 7, 12, 9, 13, 14, 15]",A* (Manhattan Distance),True,8,9,19,0.0
586,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",BFS,False,0,1,1,0.0
586,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",DFS,False,0,1,1,0.0
586,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",UCS,False,0,1,1,0.0
586,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",A* (Manhattan Distance),False,0,1,0,0.0
587,"[1, 2, 0, 3, 5, 6, 7, 4, 9, 10, 11, 8, 13, 14, 15, 12]",BFS,False,Unsolvable,N/A,N/A,N/A
587,"[1, 2, 0, 3, 5, 6, 7, 4, 9, 10, 11, 8, 13, 14, 15, 12]",DFS,False,Unsolvable,N/A,N/A,N/A
587,"[1, 2, 0, 3, 5, 6, 7, 4, 9, 10, 11, 8, 13, 14, 15, 12]",UCS,False,Unsolvable,N/A,N/A,N/A
587,"[1, 2, 0, 3, 5, 6, 7, 4, 9, 10, 11, 8, 13, 14, 15, 12]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
588,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",BFS,False,Unsolvable,N/A,N/A,N/A
588,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",DFS,False,Unsolvable,N/A,N/A,N/A
588,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",UCS,False,Unsolvable,N/A,N/A,N/A
588,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
589,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",BFS,False,Unsolvable,N/A,N/A,N/A
589,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",DFS,False,Unsolvable,N/A,N/A,N/A
589,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",UCS,False,Unsolvable,N/A,N/A,N/A
589,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
590,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",BFS,True,2,6,9,0.0
590,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",DFS,True,30,854113,60,12.862873792648315
590,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",UCS,True,2,6,9,0.001003265380859375
590,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",A* (Manhattan Distance),True,2,3,4,0.0
591,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",BFS,False,Unsolvable,N/A,N/A,N/A
591,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",DFS,False,Unsolvable,N/A,N/A,N/A
591,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",UCS,False,Unsolvable,N/A,N/A,N/A
591,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
592,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",BFS,True,2,6,9,0.0
592,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",DFS,True,30,854113,60,12.87280535697937
592,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",UCS,True,2,6,9,0.0
592,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 11, 8, 13, 14, 15, 12]",A* (Manhattan Distance),True,2,3,4,0.0
593,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",BFS,False,0,1,1,0.0
593,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",DFS,False,0,1,1,0.0
593,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",UCS,False,0,1,1,0.0
593,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",A* (Manhattan Distance),False,0,1,0,0.0
594,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",BFS,False,Unsolvable,N/A,N/A,N/A
594,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",DFS,False,Unsolvable,N/A,N/A,N/A
594,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",UCS,False,Unsolvable,N/A,N/A,N/A
594,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
595,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",BFS,False,Unsolvable,N/A,N/A,N/A
595,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",DFS,False,Unsolvable,N/A,N/A,N/A
595,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",UCS,False,Unsolvable,N/A,N/A,N/A
595,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 12, 13, 14, 11, 15]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
596,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 12, 8, 13, 14, 11, 15]",BFS,True,4,36,66,0.002984762191772461
596,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 12, 8, 13, 14, 11, 15]",DFS,True,26,1735578,60,26.291345834732056
596,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 12, 8, 13, 14, 11, 15]",UCS,True,4,36,66,0.0008790493011474609
596,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 12, 8, 13, 14, 11, 15]",A* (Manhattan Distance),True,4,5,9,0.0
597,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",BFS,False,0,1,1,0.0
597,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",DFS,False,0,1,1,0.0
597,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",UCS,False,0,1,1,0.0
597,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 0]",A* (Manhattan Distance),False,0,1,0,0.0
598,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 12, 8, 13, 14, 11, 15]",BFS,True,4,36,66,0.0018572807312011719
598,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 12, 8, 13, 14, 11, 15]",DFS,True,26,1735578,60,25.958025693893433
598,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 12, 8, 13, 14, 11, 15]",UCS,True,4,36,66,0.0021088123321533203
598,"[1, 2, 3, 4, 5, 6, 7, 0, 9, 10, 12, 8, 13, 14, 11, 15]",A* (Manhattan Distance),True,4,5,9,0.0008976459503173828
599,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",BFS,False,Unsolvable,N/A,N/A,N/A
599,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",DFS,False,Unsolvable,N/A,N/A,N/A
599,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",UCS,False,Unsolvable,N/A,N/A,N/A
599,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 10, 14, 15]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
600,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 10, 11, 12, 9, 13, 14, 15]",BFS,False,Unsolvable,N/A,N/A,N/A
600,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 10, 11, 12, 9, 13, 14, 15]",DFS,False,Unsolvable,N/A,N/A,N/A
600,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 10, 11, 12, 9, 13, 14, 15]",UCS,False,Unsolvable,N/A,N/A,N/A
600,"[1, 2, 3, 4, 5, 6, 7, 8, 0, 10, 11, 12, 9, 13, 14, 15]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
601,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",BFS,False,Unsolvable,N/A,N/A,N/A
601,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",DFS,False,Unsolvable,N/A,N/A,N/A
601,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",UCS,False,Unsolvable,N/A,N/A,N/A
601,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0, 11, 13, 14, 15, 12]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
602,"[1, 2, 0, 4, 5, 6, 3, 8, 9, 10, 7, 12, 13, 14, 11, 15]",BFS,False,Unsolvable,N/A,N/A,N/A
602,"[1, 2, 0, 4, 5, 6, 3, 8, 9, 10, 7, 12, 13, 14, 11, 15]",DFS,False,Unsolvable,N/A,N/A,N/A
602,"[1, 2, 0, 4, 5, 6, 3, 8, 9, 10, 7, 12, 13, 14, 11, 15]",UCS,False,Unsolvable,N/A,N/A,N/A
602,"[1, 2, 0, 4, 5, 6, 3, 8, 9, 10, 7, 12, 13, 14, 11, 15]",A* (Manhattan Distance),False,Unsolvable,N/A,N/A,N/A
